region,folio,tipo,accion,detalle
AYSEN,57058,garantia,DRY_RUN,9 57058 AGRUP CUL Y PROD PRODUCTORAS DE LA PATAGONIA.pdf → Garantía - 57058.pdf
AYSEN,57058,rendicion,DRY_RUN,FRR 57058 AGRUP CUL Y PROD PRODUCTORAS DE LA PATAGONIA.pdf → Rendición - 57058.pdf
AYSEN,57156,garantia,DRY_RUN,10 57156 Comité de Produc Caprinos de la Comuna de Río Ibáñez.jpeg → Garantía - 57156.jpeg
AYSEN,57156,rendicion,DRY_RUN,FRR 57156 Comité de Produc Caprinos de la Comuna de Río Ibáñez.pdf → Rendición - 57156.pdf
AYSEN,57287,garantia,DRY_RUN,3 57287 Feria Campesina Libre.pdf → Garantía - 57287.pdf
AYSEN,57287,rendicion,DRY_RUN,FRR 57287 Feria Campesina Libre.pdf → Rendición - 57287.pdf
AYSEN,57548,garantia,DRY_RUN,11 57548 Taller Artelanas Chile Chico.pdf → Garantía - 57548.pdf
AYSEN,57548,rendicion,DRY_RUN,FRR 57548 Taller Artelanas Chile Chico.pdf → Rendición - 57548.pdf
AYSEN,57710,garantia,DRY_RUN,15 57710 CPA jardín familiar cuncunita Prmb.pdf → Garantía - 57710.pdf
AYSEN,57710,rendicion,DRY_RUN,FRR 57710 CPA jardín familiar cuncunita Prmb.pdf → Rendición - 57710.pdf
AYSEN,57882,garantia,DRY_RUN,12 57882 CAM CORAZONES JOVENES PTO IBAÑEZ.pdf → Garantía - 57882.pdf
AYSEN,57882,rendicion,DRY_RUN,FRR 57882 CAM CORAZONES JOVENES PTO IBAÑEZ.pdf → Rendición - 57882.pdf
AYSEN,57995,garantia,DRY_RUN,1 57995 Asociación TEAcompañamos.pdf → Garantía - 57995.pdf
AYSEN,57995,rendicion,DRY_RUN,FRR 57995 Asociación TEAcompañamos.pdf → Rendición - 57995.pdf
AYSEN,58494,garantia,DRY_RUN,21 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA.pdf → Garantía - 58494.pdf
AYSEN,58494,rendicion,DRY_RUN,FRR 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA.pdf → Rendición - 58494.pdf
AYSEN,58656,garantia,DRY_RUN,7 58656 Club de Adultos Mayores Los Años Dorados.pdf → Garantía - 58656.pdf
AYSEN,58656,rendicion,DRY_RUN,FRR 58656 Club de Adultos Mayores Los Años Dorados.pdf → Rendición - 58656.pdf
AYSEN,58841,garantia,DRY_RUN,2 58841 AGRUP CULTURAL DE ARTESANAS MANOS AMIGAS.pdf → Garantía - 58841.pdf
AYSEN,58841,rendicion,DRY_RUN,FRR 58841 AGRUP CULTURAL DE ARTESANAS MANOS AMIGAS.pdf → Rendición - 58841.pdf
AYSEN,58899,garantia,DRY_RUN,25 58899 COMITE DE HORT GM DE PUERTO IBAÑEZ.pdf → Garantía - 58899.pdf
AYSEN,58899,rendicion,DRY_RUN,FRR 58899 COMITE DE HORT GM DE PUERTO IBAÑEZ.pdf → Rendición - 58899.pdf
AYSEN,59478,garantia,DRY_RUN,16 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES.pdf → Garantía - 59478.pdf
AYSEN,59478,rendicion,DRY_RUN,FRR 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES.pdf → Rendición - 59478.pdf
AYSEN,59609,garantia,DRY_RUN,14 59609 comité recolectoras las collallas.pdf → Garantía - 59609.pdf
AYSEN,59609,rendicion,DRY_RUN,FRR 59609 comité recolectoras las collallas.pdf → Rendición - 59609.pdf
AYSEN,59796,garantia,DRY_RUN,19 59796 Fundación Juntos Por Aysén.pdf → Garantía - 59796.pdf
AYSEN,59796,rendicion,DRY_RUN,FRR 59796 Fundación Juntos Por Aysén.pdf → Rendición - 59796.pdf
AYSEN,59888,garantia,DRY_RUN,18 59888 CLUB DE ADULTOS MAYORES EL CONDOR.pdf → Garantía - 59888.pdf
AYSEN,59888,rendicion,DRY_RUN,FRR 59888 CLUB DE ADULTOS MAYORES EL CONDOR.pdf → Rendición - 59888.pdf
AYSEN,59925,garantia,DRY_RUN,13 59925 Red de Profesores de E FY téc deportivos de Aysén.pdf → Garantía - 59925.pdf
AYSEN,59925,rendicion,DRY_RUN,FRR 59925 Red de Profesores de E FY téc deportivos de Aysén.pdf → Rendición - 59925.pdf
AYSEN,59994,garantia,DRY_RUN,"4 59994 Agrup social, cultural y dep colectivo Cheelkenue.png → Garantía - 59994.png"
AYSEN,59994,rendicion,DRY_RUN,"FRR 59994 Agrup social, cultural y dep colectivo Cheelkenue.pdf → Rendición - 59994.pdf"
AYSEN,60001,garantia,DRY_RUN,20 60001 Fundación Raíces Vivas.pdf → Garantía - 60001.pdf
AYSEN,60001,rendicion,DRY_RUN,FRR 60001 Fundación Raíces Vivas.pdf → Rendición - 60001.pdf
AYSEN,60038,garantia,DRY_RUN,22 60038 Agrup. de fam y amigos de los enf post el Sueño de Carol.pdf → Garantía - 60038.pdf
AYSEN,60038,rendicion,DRY_RUN,FRR 60038 Agrup. de fam y amigos de los enf post el Sueño de Carol.pdf → Rendición - 60038.pdf
AYSEN,60090,garantia,DRY_RUN,23 60090 Club deportivo arbitros coyhaique ANFA.pdf → Garantía - 60090.pdf
AYSEN,60090,rendicion,DRY_RUN,FRR 60090 Club deportivo arbitros coyhaique ANFA.pdf → Rendición - 60090.pdf
AYSEN,60199,garantia,DRY_RUN,24 60199 CAM BAJANDO PA PUERTO AYSEN.pdf → Garantía - 60199.pdf
AYSEN,60199,rendicion,DRY_RUN,FRR 60199 CAM BAJANDO PA PUERTO AYSEN.pdf → Rendición - 60199.pdf
ARICA,54925,carpeta,DUPLICADO,Dos carpetas: 54925 - JV PORTAL DEL SOL y 54925 - JUNTA DE VECINOS N°68 PORTAL DEL SOL
ARICA,54942,auditoria,COMPLETO,54942 - AGRUPACION SOCIAL Y CULTURAL MB2
ARICA,55306,auditoria,COMPLETO,55306 - JUNTA DE VECINOS JUAN PABLO II
ARICA,55408,auditoria,COMPLETO,55408 - COMUNIDAD INDIGENA DE LIVILCAR
ARICA,57976,auditoria,COMPLETO,57976 - AGRUPACION SOCIAL CULTURAL ARTISTICA DEPORTIVA VIDA Y ARMONIA
ARICA,58129,auditoria,COMPLETO,58129 - ORGANIZACION SOCIAL CULTURAL CREANDO CON EL CORAZON
ARICA,58239,auditoria,COMPLETO,58239 - AGRUPACION DE DESARROLLO SOCIAL CULTURAL Y RECREATIVO VECINOS UNIDOS
ARICA,58470,auditoria,FALTAN: egreso,58470 - JUNTA VECINAL N°66 CAMPO VERDE
ARICA,58980,auditoria,FALTAN: egreso,58980 - CLUB ADULTO MAYOR SANTA ROSA HIJOS DE CAQUENA
ARICA,59024,auditoria,COMPLETO,59024 - CLUB CULTURAL ARTISTICO ADULTO MAYOR TANGO ENSUENO
ARICA,59302,auditoria,COMPLETO,59302 - CLUB DE FOTOGRAFIA ARICA
ARICA,59320,auditoria,COMPLETO,59320 - CLUB ADULTO MAYOR VOCES DE OTONO
ARICA,59357,auditoria,COMPLETO,59357 - FUNDACION ARTE AMARU
ARICA,59526,auditoria,COMPLETO,59526 - ONG POR EL DESARROLLO INTEGRAL DEL SER HUMANO
ARICA,59641,auditoria,COMPLETO,59641 - COMUNIDAD INDIGENA DE PARINACOTA
ARICA,59687,auditoria,COMPLETO,59687 - JUNTA VECINAL N°2 NORTE GRANDE
ARICA,59698,auditoria,COMPLETO,59698 - JV VILLA CAQUENA UV 89
ARICA,59706,auditoria,COMPLETO,59706 - JUNTA VECINAL N°5 ESQUINA
ARICA,59851,auditoria,FALTAN: egreso,59851 - CLUB AM 2 CORAZONES UNIDOS FUERTE CIUDADELA
ARICA,59908,auditoria,COMPLETO,59908 - COLECTIVO SOCIAL CULTURAL DEPORTIVO CARNAVALON
ARICA,59936,auditoria,COMPLETO,59936 - JV N°1 IGNACIO SERRANO MONTANER
ARICA,59971,auditoria,COMPLETO,59971 - ASOC DISCAPACITADOS FISICOS MOTRICES ARICA
ARICA,60057,auditoria,"FALTAN: egreso,garantia",60057 - JV ALTOS DE LA CRUZ N°37
ARICA,60097,carpeta,SIN_CARPETA,No existe carpeta para este folio
ARICA,60210,carpeta,SIN_CARPETA,No existe carpeta para este folio
ARICA,60211,carpeta,SIN_CARPETA,No existe carpeta para este folio
ARICA,54925,auditoria,"FALTAN: convenio,egreso,garantia,resolucion",54925 - JV PORTAL DEL SOL
ARICA,59911,auditoria,COMPLETO,59911 - JUNTA DE VECINOS N°15 NACE CHILE
ARICA,56962,auditoria,COMPLETO,56962 - ASOC INDIGENA COORDINADORA MUJERES PUEBLOS ORIGINARIOS
ARICA,58945,auditoria,"FALTAN: convenio,egreso",58945 - JV MOLINOS DE LA UNIDAD VECINAL 63
ARICA,60226,carpeta,SIN_CARPETA,No existe carpeta para este folio
ARICA,58980,rendicion,DRY_RUN,CAM SANTA ROSA HIJOS DE CAQUENA.pdf → Rendición - 58980.pdf (score=3)
ARICA,59851,rendicion,DRY_RUN,CAM 2 CORAZONES UNIDOS FUERTE CIUDADELA.pdf → Rendición - 59851.pdf (score=4)
