fuente,ruta_completa,ruta_relativa,nombre_archivo,extension,tamano_kb,folio_principal,folios_multiples,n_folios_detectados,categoria
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_77923610_2.pdf,2023/certificado_77923610_2.pdf,certificado_77923610_2.pdf,.pdf,110.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65161389_2.pdf,2023/certificado_65161389_2.pdf,certificado_65161389_2.pdf,.pdf,111.6,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_73790900_K.pdf,2023/certificado_73790900_K.pdf,certificado_73790900_K.pdf,.pdf,113.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76106180_1.pdf,2023/certificado_76106180_1.pdf,certificado_76106180_1.pdf,.pdf,110.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_70620100_9.pdf,2023/certificado_70620100_9.pdf,certificado_70620100_9.pdf,.pdf,110.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76263482_1.pdf,2023/certificado_76263482_1.pdf,certificado_76263482_1.pdf,.pdf,112.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65086431_K.pdf,2023/certificado_65086431_K.pdf,certificado_65086431_K.pdf,.pdf,114.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76102374_8.pdf,2023/certificado_76102374_8.pdf,certificado_76102374_8.pdf,.pdf,112.6,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65530310_3.pdf,2023/certificado_65530310_3.pdf,certificado_65530310_3.pdf,.pdf,111.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65166804_2.pdf,2023/certificado_65166804_2.pdf,certificado_65166804_2.pdf,.pdf,112.3,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_74541000_6.pdf,2023/certificado_74541000_6.pdf,certificado_74541000_6.pdf,.pdf,112.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76587053_4.pdf,2023/certificado_76587053_4.pdf,certificado_76587053_4.pdf,.pdf,111.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76008665_7.pdf,2023/certificado_76008665_7.pdf,certificado_76008665_7.pdf,.pdf,111.3,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_74092500_8.pdf,2023/certificado_74092500_8.pdf,certificado_74092500_8.pdf,.pdf,111.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_70370000_4.pdf,2023/certificado_70370000_4.pdf,certificado_70370000_4.pdf,.pdf,112.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_53334934_K.pdf,2023/certificado_53334934_K.pdf,certificado_53334934_K.pdf,.pdf,110.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_71580200_7.pdf,2023/certificado_71580200_7.pdf,certificado_71580200_7.pdf,.pdf,111.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_73601800_4.pdf,2023/certificado_73601800_4.pdf,certificado_73601800_4.pdf,.pdf,112.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65572730_2.pdf,2023/certificado_65572730_2.pdf,certificado_65572730_2.pdf,.pdf,113.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65178944_3.pdf,2023/certificado_65178944_3.pdf,certificado_65178944_3.pdf,.pdf,113.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76620609_3.pdf,2023/certificado_76620609_3.pdf,certificado_76620609_3.pdf,.pdf,111.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_75049800_0.pdf,2023/certificado_75049800_0.pdf,certificado_75049800_0.pdf,.pdf,112.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65767710_8.pdf,2023/certificado_65767710_8.pdf,certificado_65767710_8.pdf,.pdf,111.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_78982260_3.pdf,2023/certificado_78982260_3.pdf,certificado_78982260_3.pdf,.pdf,112.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65291760_7.pdf,2023/certificado_65291760_7.pdf,certificado_65291760_7.pdf,.pdf,112.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65038163_7.pdf,2023/certificado_65038163_7.pdf,certificado_65038163_7.pdf,.pdf,111.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65402820_6.pdf,2023/certificado_65402820_6.pdf,certificado_65402820_6.pdf,.pdf,114.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65026878_4.pdf,2023/certificado_65026878_4.pdf,certificado_65026878_4.pdf,.pdf,111.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76529353_7.pdf,2023/certificado_76529353_7.pdf,certificado_76529353_7.pdf,.pdf,109.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_73957600_8.pdf,2023/certificado_73957600_8.pdf,certificado_73957600_8.pdf,.pdf,113.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76302592_6.pdf,2023/certificado_76302592_6.pdf,certificado_76302592_6.pdf,.pdf,111.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65077325_K.pdf,2023/certificado_65077325_K.pdf,certificado_65077325_K.pdf,.pdf,112.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65186205_1.pdf,2023/certificado_65186205_1.pdf,certificado_65186205_1.pdf,.pdf,113.6,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_78442800_1.pdf,2023/certificado_78442800_1.pdf,certificado_78442800_1.pdf,.pdf,111.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65104814_1.pdf,2023/certificado_65104814_1.pdf,certificado_65104814_1.pdf,.pdf,111.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_53334653_7.pdf,2023/certificado_53334653_7.pdf,certificado_53334653_7.pdf,.pdf,111.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65030719_4.pdf,2023/certificado_65030719_4.pdf,certificado_65030719_4.pdf,.pdf,113.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_71967400_3.pdf,2023/certificado_71967400_3.pdf,certificado_71967400_3.pdf,.pdf,113.3,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65197513_1.pdf,2023/certificado_65197513_1.pdf,certificado_65197513_1.pdf,.pdf,110.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65028909_9.pdf,2023/certificado_65028909_9.pdf,certificado_65028909_9.pdf,.pdf,112.8,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_72247900_9.pdf,2023/certificado_72247900_9.pdf,certificado_72247900_9.pdf,.pdf,113.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76773424_7.pdf,2023/certificado_76773424_7.pdf,certificado_76773424_7.pdf,.pdf,111.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65102262_2.pdf,2023/certificado_65102262_2.pdf,certificado_65102262_2.pdf,.pdf,113.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_73228800_7.pdf,2023/certificado_73228800_7.pdf,certificado_73228800_7.pdf,.pdf,112.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65223780_0.pdf,2023/certificado_65223780_0.pdf,certificado_65223780_0.pdf,.pdf,113.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65177041_6.pdf,2023/certificado_65177041_6.pdf,certificado_65177041_6.pdf,.pdf,111.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65000113_3.pdf,2023/certificado_65000113_3.pdf,certificado_65000113_3.pdf,.pdf,113.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76213115_3.pdf,2023/certificado_76213115_3.pdf,certificado_76213115_3.pdf,.pdf,110.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65174594_2.pdf,2023/certificado_65174594_2.pdf,certificado_65174594_2.pdf,.pdf,111.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65097903_6.pdf,2023/certificado_65097903_6.pdf,certificado_65097903_6.pdf,.pdf,114.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76793316_9.pdf,2023/certificado_76793316_9.pdf,certificado_76793316_9.pdf,.pdf,112.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_75281300_0.pdf,2023/certificado_75281300_0.pdf,certificado_75281300_0.pdf,.pdf,113.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65191030_7.pdf,2023/certificado_65191030_7.pdf,certificado_65191030_7.pdf,.pdf,112.8,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_77829120_7.pdf,2023/certificado_77829120_7.pdf,certificado_77829120_7.pdf,.pdf,113.8,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65180868_5.pdf,2023/certificado_65180868_5.pdf,certificado_65180868_5.pdf,.pdf,110.8,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_81507500_5.pdf,2023/certificado_81507500_5.pdf,certificado_81507500_5.pdf,.pdf,109.8,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_73483500_5.pdf,2023/certificado_73483500_5.pdf,certificado_73483500_5.pdf,.pdf,111.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65022372_1.pdf,2023/certificado_65022372_1.pdf,certificado_65022372_1.pdf,.pdf,109.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_69020400_2.pdf,2023/certificado_69020400_2.pdf,certificado_69020400_2.pdf,.pdf,111.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_77141103_7.pdf,2023/certificado_77141103_7.pdf,certificado_77141103_7.pdf,.pdf,111.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76023824_4.pdf,2023/certificado_76023824_4.pdf,certificado_76023824_4.pdf,.pdf,111.8,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_71735400_1.pdf,2023/certificado_71735400_1.pdf,certificado_71735400_1.pdf,.pdf,112.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65063794_1.pdf,2023/certificado_65063794_1.pdf,certificado_65063794_1.pdf,.pdf,113.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76278171_9.pdf,2023/certificado_76278171_9.pdf,certificado_76278171_9.pdf,.pdf,113.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65080453_8.pdf,2023/certificado_65080453_8.pdf,certificado_65080453_8.pdf,.pdf,114.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_77191979_0.pdf,2023/certificado_77191979_0.pdf,certificado_77191979_0.pdf,.pdf,111.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_73968200_2.pdf,2023/certificado_73968200_2.pdf,certificado_73968200_2.pdf,.pdf,113.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_72526000_8.pdf,2023/certificado_72526000_8.pdf,certificado_72526000_8.pdf,.pdf,113.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65015864_4.pdf,2023/certificado_65015864_4.pdf,certificado_65015864_4.pdf,.pdf,111.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65950730_7.pdf,2023/certificado_65950730_7.pdf,certificado_65950730_7.pdf,.pdf,111.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65427200_K.pdf,2023/certificado_65427200_K.pdf,certificado_65427200_K.pdf,.pdf,114.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65084722_9.pdf,2023/certificado_65084722_9.pdf,certificado_65084722_9.pdf,.pdf,112.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65191250_4.pdf,2023/certificado_65191250_4.pdf,certificado_65191250_4.pdf,.pdf,110.6,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76000759_5.pdf,2023/certificado_76000759_5.pdf,certificado_76000759_5.pdf,.pdf,112.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76810519_7.pdf,2023/certificado_76810519_7.pdf,certificado_76810519_7.pdf,.pdf,111.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65200356_7.pdf,2023/certificado_65200356_7.pdf,certificado_65200356_7.pdf,.pdf,112.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65135712_8.pdf,2023/certificado_65135712_8.pdf,certificado_65135712_8.pdf,.pdf,111.6,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65187011_9.pdf,2023/certificado_65187011_9.pdf,certificado_65187011_9.pdf,.pdf,109.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65192235_6.pdf,2023/certificado_65192235_6.pdf,certificado_65192235_6.pdf,.pdf,111.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65182093_6.pdf,2023/certificado_65182093_6.pdf,certificado_65182093_6.pdf,.pdf,110.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76158321_2.pdf,2023/certificado_76158321_2.pdf,certificado_76158321_2.pdf,.pdf,112.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65205761_6.pdf,2023/certificado_65205761_6.pdf,certificado_65205761_6.pdf,.pdf,109.8,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65148453_7.pdf,2023/certificado_65148453_7.pdf,certificado_65148453_7.pdf,.pdf,111.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65081340_5.pdf,2023/certificado_65081340_5.pdf,certificado_65081340_5.pdf,.pdf,113.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65124448_K.pdf,2023/certificado_65124448_K.pdf,certificado_65124448_K.pdf,.pdf,110.6,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65218413_8.pdf,2023/certificado_65218413_8.pdf,certificado_65218413_8.pdf,.pdf,110.8,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65152980_8.pdf,2023/certificado_65152980_8.pdf,certificado_65152980_8.pdf,.pdf,111.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65342070_6.pdf,2023/certificado_65342070_6.pdf,certificado_65342070_6.pdf,.pdf,111.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65096141_2.pdf,2023/certificado_65096141_2.pdf,certificado_65096141_2.pdf,.pdf,114.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76030616_9.pdf,2023/certificado_76030616_9.pdf,certificado_76030616_9.pdf,.pdf,110.3,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65109888_2.pdf,2023/certificado_65109888_2.pdf,certificado_65109888_2.pdf,.pdf,112.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65039041_5.pdf,2023/certificado_65039041_5.pdf,certificado_65039041_5.pdf,.pdf,110.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76057345_0.pdf,2023/certificado_76057345_0.pdf,certificado_76057345_0.pdf,.pdf,108.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_71631200_3.pdf,2023/certificado_71631200_3.pdf,certificado_71631200_3.pdf,.pdf,113.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76259481_1.pdf,2023/certificado_76259481_1.pdf,certificado_76259481_1.pdf,.pdf,111.8,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65129580_7.pdf,2023/certificado_65129580_7.pdf,certificado_65129580_7.pdf,.pdf,109.6,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_75978340_9.pdf,2023/certificado_75978340_9.pdf,certificado_75978340_9.pdf,.pdf,111.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_74693100_K.pdf,2023/certificado_74693100_K.pdf,certificado_74693100_K.pdf,.pdf,114.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65127804_K.pdf,2023/certificado_65127804_K.pdf,certificado_65127804_K.pdf,.pdf,113.6,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76583596_8.pdf,2023/certificado_76583596_8.pdf,certificado_76583596_8.pdf,.pdf,110.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_52002470_0.pdf,2023/certificado_52002470_0.pdf,certificado_52002470_0.pdf,.pdf,111.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_77000452_7.pdf,2023/certificado_77000452_7.pdf,certificado_77000452_7.pdf,.pdf,110.2,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65031878_1.pdf,2023/certificado_65031878_1.pdf,certificado_65031878_1.pdf,.pdf,112.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76490939_9.pdf,2023/certificado_76490939_9.pdf,certificado_76490939_9.pdf,.pdf,110.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76363062_5.pdf,2023/certificado_76363062_5.pdf,certificado_76363062_5.pdf,.pdf,111.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_69253000_4.pdf,2023/certificado_69253000_4.pdf,certificado_69253000_4.pdf,.pdf,112.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65093725_2.pdf,2023/certificado_65093725_2.pdf,certificado_65093725_2.pdf,.pdf,114.3,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65028189_6.pdf,2023/certificado_65028189_6.pdf,certificado_65028189_6.pdf,.pdf,114.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_70019800_6.pdf,2023/certificado_70019800_6.pdf,certificado_70019800_6.pdf,.pdf,110.3,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_77344625_3.pdf,2023/certificado_77344625_3.pdf,certificado_77344625_3.pdf,.pdf,111.6,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65122372_5.pdf,2023/certificado_65122372_5.pdf,certificado_65122372_5.pdf,.pdf,111.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65208352_8.pdf,2023/certificado_65208352_8.pdf,certificado_65208352_8.pdf,.pdf,114.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76777409_5.pdf,2023/certificado_76777409_5.pdf,certificado_76777409_5.pdf,.pdf,110.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65408350_9.pdf,2023/certificado_65408350_9.pdf,certificado_65408350_9.pdf,.pdf,111.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_78474340_3.pdf,2023/certificado_78474340_3.pdf,certificado_78474340_3.pdf,.pdf,112.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_78257820_0.pdf,2023/certificado_78257820_0.pdf,certificado_78257820_0.pdf,.pdf,113.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65194988_2.pdf,2023/certificado_65194988_2.pdf,certificado_65194988_2.pdf,.pdf,111.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65705550_6.pdf,2023/certificado_65705550_6.pdf,certificado_65705550_6.pdf,.pdf,111.7,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65630070_1.pdf,2023/certificado_65630070_1.pdf,certificado_65630070_1.pdf,.pdf,110.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_77772220_4.pdf,2023/certificado_77772220_4.pdf,certificado_77772220_4.pdf,.pdf,110.8,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_77189466_6.pdf,2023/certificado_77189466_6.pdf,certificado_77189466_6.pdf,.pdf,110.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65106589_5.pdf,2023/certificado_65106589_5.pdf,certificado_65106589_5.pdf,.pdf,114.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65198804_7.pdf,2023/certificado_65198804_7.pdf,certificado_65198804_7.pdf,.pdf,111.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65024249_1.pdf,2023/certificado_65024249_1.pdf,certificado_65024249_1.pdf,.pdf,111.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65516040_K.pdf,2023/certificado_65516040_K.pdf,certificado_65516040_K.pdf,.pdf,112.9,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76287354_0.pdf,2023/certificado_76287354_0.pdf,certificado_76287354_0.pdf,.pdf,113.3,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65555220_0.pdf,2023/certificado_65555220_0.pdf,certificado_65555220_0.pdf,.pdf,110.6,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65056995_4.pdf,2023/certificado_65056995_4.pdf,certificado_65056995_4.pdf,.pdf,113.4,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_65287470_3.pdf,2023/certificado_65287470_3.pdf,certificado_65287470_3.pdf,.pdf,114.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76490266_1.pdf,2023/certificado_76490266_1.pdf,certificado_76490266_1.pdf,.pdf,110.3,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_77036158_3.pdf,2023/certificado_77036158_3.pdf,certificado_77036158_3.pdf,.pdf,111.8,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_73876600_8.pdf,2023/certificado_73876600_8.pdf,certificado_73876600_8.pdf,.pdf,112.1,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76911863_2.pdf,2023/certificado_76911863_2.pdf,certificado_76911863_2.pdf,.pdf,111.0,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_76006041_0.pdf,2023/certificado_76006041_0.pdf,certificado_76006041_0.pdf,.pdf,111.5,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_78805860_8.pdf,2023/certificado_78805860_8.pdf,certificado_78805860_8.pdf,.pdf,110.6,,,0,otro
registro_estado,/home/bgcorrea/personal/workspace/caigg/Colaboradores del Estado/2023/certificado_77293462_9.pdf,2023/certificado_77293462_9.pdf,certificado_77293462_9.pdf,.pdf,110.6,,,0,otro
